model,model_family,feature_set,seed,fold,threshold,best_epoch,best_val_ap,patience,max_epochs,early_stopped,train_auc,train_ap,train_accuracy,train_f1,train_precision,train_recall,train_brier,train_positives,train_n,validation_auc,validation_ap,validation_accuracy,validation_f1,validation_precision,validation_recall,validation_brier,validation_positives,validation_n,test_auc,test_ap,test_accuracy,test_f1,test_precision,test_recall,test_brier,test_positives,test_n,hidden_dim
graph_remove_metadata,ablation,remove_metadata,42,1,0.48999999999999994,36,0.7424498439693071,50,800,True,0.6174603174603175,0.7697819861312737,0.7155172413793104,0.8307692307692308,0.7105263157894737,1.0,0.2519086146138694,81,116,0.5547348484848484,0.7424498439693071,0.7168141592920354,0.8315789473684211,0.7181818181818181,0.9875,0.25220123974863634,80,113,0.5106854838709678,0.7390719361411346,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.25263362935062544,80,111,
graph_remove_centrality,ablation,remove_centrality,42,1,0.05,47,0.8247811590754852,50,800,True,0.6483245149911817,0.8159705461426975,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2481895819465749,81,116,0.6238636363636364,0.8247811590754852,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24816663594544608,80,113,0.6278225806451613,0.8383546248479906,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24942802160804597,80,111,
graph_remove_edge_contact,ablation,remove_edge_contact,42,1,0.05,23,0.812093716563259,50,800,True,0.6208112874779541,0.7870798460852841,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.25096861790003433,81,116,0.6409090909090909,0.812093716563259,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2506701458617971,80,113,0.6600806451612903,0.8527010138568082,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2510447938012545,80,111,
graph_full,ablation,full,42,2,0.05,191,0.7729225924263655,50,800,True,0.7318548387096774,0.8752740817027028,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.23104621668655825,80,111,0.5417989417989418,0.7729225924263655,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24307590965704431,81,116,0.6378787878787879,0.8169796766201838,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24206439927360984,80,113,
no_graph_mlp_full,ablation,full_no_graph,42,2,0.05,1,0.7397230367678923,50,800,True,0.4036290322580645,0.6766251507746699,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.250003762107879,80,111,0.600352733686067,0.7397230367678923,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24982350505093487,81,116,0.5318181818181819,0.751246634626044,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24979486232029585,80,113,8.0
graph_remove_metadata,ablation,remove_metadata,42,2,0.05,139,0.7152457549002061,50,800,True,0.6477822580645162,0.8252424973136513,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.25128023847817504,80,111,0.5532627865961199,0.7152457549002061,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.25153900931647966,81,116,0.39791666666666664,0.6766527441968583,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2516788613384451,80,113,
graph_remove_centrality,ablation,remove_centrality,42,2,0.05,257,0.7731776872240538,50,800,True,0.7032258064516129,0.8564054827812768,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.22861154542003181,80,111,0.5594356261022928,0.7731776872240538,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2423872097155415,81,116,0.6518939393939394,0.8385493790244661,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24117684540979614,80,113,
graph_remove_edge_contact,ablation,remove_edge_contact,42,2,0.05,516,0.788593163238004,50,800,True,0.7306451612903225,0.8705159409117325,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2203942329360389,80,111,0.5622574955908289,0.788593163238004,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.23844447652806142,81,116,0.6401515151515151,0.8192999971310038,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.23776964367690018,80,113,
graph_full,ablation,full,77,0,0.41999999999999993,445,0.8508689958372434,50,800,True,0.6973484848484849,0.8603118733577751,0.7168141592920354,0.813953488372093,0.7608695652173914,0.875,0.22711176146578374,80,113,0.677016129032258,0.8508689958372434,0.7477477477477478,0.8478260869565216,0.75,0.975,0.22497935502665561,80,111,0.5728395061728395,0.7736868530331201,0.7155172413793104,0.8235294117647058,0.7264150943396226,0.9506172839506173,0.2365414657653841,81,116,
no_graph_mlp_full,ablation,full_no_graph,77,0,0.05,192,0.8197163395015403,50,800,True,0.559469696969697,0.7348459565475195,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24978921121173014,80,113,0.6112903225806452,0.8197163395015403,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24971144578175522,80,111,0.5530864197530864,0.7534004638066806,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24974486086056957,81,116,8.0
graph_remove_metadata,ablation,remove_metadata,77,0,0.4699999999999999,375,0.7671004467783729,50,800,True,0.5926136363636364,0.7462160771520485,0.7168141592920354,0.8315789473684211,0.7181818181818181,0.9875,0.24518908933023675,80,113,0.5441532258064516,0.7671004467783729,0.7297297297297297,0.8421052631578948,0.7272727272727273,1.0,0.24431909528325807,80,111,0.4873015873015873,0.7299002506102561,0.6896551724137931,0.8144329896907216,0.6991150442477876,0.9753086419753086,0.24647478825169442,81,116,
graph_remove_centrality,ablation,remove_centrality,77,0,0.05,97,0.8355827749271173,50,800,True,0.693939393939394,0.8695988429782091,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24261454814957406,80,113,0.6439516129032258,0.8355827749271173,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24452813277767535,80,111,0.5894179894179894,0.7854781374741125,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2467712629743297,81,116,
graph_remove_edge_contact,ablation,remove_edge_contact,77,0,0.42999999999999994,220,0.8535496874414349,50,800,True,0.7049242424242425,0.8642114641336228,0.7433628318584071,0.8415300546448088,0.7475728155339806,0.9625,0.23420354542214267,80,113,0.677016129032258,0.8535496874414349,0.7297297297297297,0.8404255319148937,0.7314814814814815,0.9875,0.2340770909461,80,111,0.5901234567901235,0.783518323736754,0.7327586206896551,0.839378238341969,0.7232142857142857,1.0,0.241250081082408,81,116,
graph_full,ablation,full,77,1,0.05,21,0.8050688093529456,50,800,True,0.6038800705467372,0.8154826131851136,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24762078508063662,81,116,0.6568181818181819,0.8050688093529456,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24745740871148333,80,113,0.6024193548387097,0.7648896049398639,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2480910475757201,80,111,
no_graph_mlp_full,ablation,full_no_graph,77,1,0.05,449,0.8098974348018515,50,800,True,0.6338624338624339,0.8105330648805394,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24996308021679167,81,116,0.6310606060606061,0.8098974348018515,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.25004274830599577,80,113,0.6403225806451613,0.8172760957120196,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24990374272525254,80,111,8.0
graph_remove_metadata,ablation,remove_metadata,77,1,0.05,9,0.7335719927465538,50,800,True,0.553968253968254,0.7745253741248872,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2469773091190792,81,116,0.4990530303030303,0.7335719927465538,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24714224785306252,80,113,0.47076612903225806,0.7378128936107853,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24722993563793724,80,111,
graph_remove_centrality,ablation,remove_centrality,77,1,0.05,189,0.7979135712034738,50,800,True,0.6892416225749559,0.8519925087501098,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.23905061379974232,81,116,0.6375,0.7979135712034738,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24993187149748836,80,113,0.6697580645161291,0.8472336343516705,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24190175520450222,80,111,
graph_remove_edge_contact,ablation,remove_edge_contact,77,1,0.05,206,0.7849970153882226,50,800,True,0.7068783068783069,0.8642876354350335,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2361612940734233,81,116,0.6189393939393939,0.7849970153882226,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24821465492979342,80,113,0.667741935483871,0.8360230086994485,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2419968772037406,80,111,
graph_full,ablation,full,77,2,0.43999999999999995,171,0.8117354083570636,50,800,True,0.6963709677419355,0.8589955160252132,0.7477477477477478,0.8478260869565216,0.75,0.975,0.2329063695988388,80,111,0.653968253968254,0.8117354083570636,0.7155172413793104,0.8272251308900522,0.7181818181818181,0.9753086419753086,0.2358208479506991,81,116,0.6367424242424242,0.8039818928368584,0.6637168141592921,0.7888888888888889,0.71,0.8875,0.24366982473206084,80,113,
no_graph_mlp_full,ablation,full_no_graph,77,2,0.05,634,0.7733593792070025,50,800,True,0.5991935483870968,0.7600933342301918,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2497690089482586,80,111,0.6119929453262787,0.7733593792070025,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24980333406831118,81,116,0.5189393939393939,0.7296773157124898,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24994235744117746,80,113,8.0
graph_remove_metadata,ablation,remove_metadata,77,2,0.05,105,0.6895457575149594,50,800,True,0.583266129032258,0.7680823937245558,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24810890413629852,80,111,0.46331569664903,0.6895457575149594,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24931313990990478,81,116,0.5596590909090909,0.7481079787049116,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24818800993082368,80,113,
graph_remove_centrality,ablation,remove_centrality,77,2,0.4699999999999999,87,0.8215636268627773,50,800,True,0.7036290322580645,0.8582672427193035,0.7207207207207207,0.8359788359788359,0.7247706422018348,0.9875,0.23966493501372926,80,111,0.6687830687830688,0.8215636268627773,0.7155172413793104,0.8290155440414507,0.7142857142857143,0.9876543209876543,0.2414021127886037,81,116,0.6382575757575758,0.8218662956180202,0.6637168141592921,0.7912087912087913,0.7058823529411765,0.9,0.24477117760254408,80,113,
graph_remove_edge_contact,ablation,remove_edge_contact,77,2,0.4599999999999999,90,0.8072346399271644,50,800,True,0.6923387096774194,0.8462724770756609,0.7297297297297297,0.8404255319148937,0.7314814814814815,0.9875,0.23657982977925954,80,111,0.6493827160493827,0.8072346399271644,0.7241379310344828,0.8333333333333333,0.7207207207207207,0.9876543209876543,0.23864661247651747,81,116,0.6473484848484848,0.8026387005308274,0.6814159292035398,0.797752808988764,0.7244897959183674,0.8875,0.24270137950448295,80,113,
graph_full,ablation,full,101,0,0.05,75,0.7844976752634694,50,800,True,0.7348484848484849,0.8659762122555291,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24432647746202438,80,113,0.6080645161290322,0.7844976752634694,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24745968086236345,80,111,0.599647266313933,0.7825838201937272,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24765468480503552,81,116,
no_graph_mlp_full,ablation,full_no_graph,101,0,0.05,431,0.8031471825237156,50,800,True,0.7125,0.8483299914111251,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24950573861934777,80,113,0.5911290322580646,0.8031471825237156,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24990685663954582,80,111,0.5890652557319224,0.8012319224699359,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.250072844137583,81,116,8.0
graph_remove_metadata,ablation,remove_metadata,101,0,0.05,1,0.7490815548392524,50,800,True,0.4642045454545455,0.6897628208328872,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24524538987046532,80,113,0.5268145161290323,0.7490815548392524,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24310853887426767,80,111,0.573015873015873,0.7891016317792456,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2441233527315383,81,116,
graph_remove_centrality,ablation,remove_centrality,101,0,0.05,30,0.8412746264875348,50,800,True,0.6833333333333333,0.8346405403383226,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2470124269467203,80,113,0.6653225806451613,0.8412746264875348,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24772764433621475,80,111,0.6373897707231041,0.8220886316251488,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24764924333490246,81,116,
graph_remove_edge_contact,ablation,remove_edge_contact,101,0,0.48999999999999994,25,0.8117990919984583,50,800,True,0.6731060606060606,0.842041143739135,0.6991150442477876,0.8172043010752688,0.7169811320754716,0.95,0.24698973341076297,80,113,0.6383064516129032,0.8117990919984583,0.7297297297297297,0.8387096774193549,0.7358490566037735,0.975,0.24612316179797705,80,111,0.6158730158730159,0.7810510759671274,0.7241379310344828,0.8279569892473119,0.7333333333333333,0.9506172839506173,0.24714504512375857,81,116,
graph_full,ablation,full,101,1,0.05,183,0.7865216023397666,50,800,True,0.7294532627865962,0.8669144022025378,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.22438204664213882,81,116,0.5848484848484848,0.7865216023397666,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2396705153780306,80,113,0.5463709677419355,0.7478715679299037,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24210664468995594,80,111,
no_graph_mlp_full,ablation,full_no_graph,101,1,0.05,138,0.8177226537872558,50,800,True,0.6024691358024692,0.7757812335074161,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.25005452050296634,81,116,0.6643939393939394,0.8177226537872558,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.249882968744353,80,113,0.5278225806451613,0.7341690293179168,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.25016647862763225,80,111,8.0
graph_remove_metadata,ablation,remove_metadata,101,1,0.05,104,0.7320836277222369,50,800,True,0.6322751322751323,0.8092538847508414,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24753591390439492,81,116,0.5982954545454545,0.7320836277222369,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24931015965480438,80,113,0.5030241935483871,0.7484212636314822,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24760514523277458,80,111,
graph_remove_centrality,ablation,remove_centrality,101,1,0.05,143,0.7982392799224224,50,800,True,0.7164021164021164,0.8634842954989362,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.22793592171688362,81,116,0.6071969696969697,0.7982392799224224,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.23790283555119102,80,113,0.527016129032258,0.7410716855335318,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24227770370363447,80,111,
graph_remove_edge_contact,ablation,remove_edge_contact,101,1,0.05,218,0.7829487412520029,50,800,True,0.7305114638447971,0.8642939150522873,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.22115657667242494,81,116,0.5833333333333334,0.7829487412520029,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2399567241434414,80,113,0.5479838709677419,0.7496852568679626,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24084334824062417,80,111,
graph_full,ablation,full,101,2,0.05,55,0.7070972638839786,50,800,True,0.7052419354838709,0.8673419523469592,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24487465122687005,80,111,0.4874779541446208,0.7070972638839786,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2505091651165521,81,116,0.65,0.8287839810993152,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2463532532543266,80,113,
no_graph_mlp_full,ablation,full_no_graph,101,2,0.05,4,0.6720657959017904,50,800,True,0.6020161290322581,0.7934919797081527,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.24988667436002046,80,111,0.37883597883597886,0.6720657959017904,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.24996528455370962,81,116,0.49507575757575756,0.7154744576147877,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24991881052728357,80,113,8.0
graph_remove_metadata,ablation,remove_metadata,101,2,0.49999999999999994,141,0.779732834521001,50,800,True,0.5425403225806451,0.7603157971085671,0.7297297297297297,0.8404255319148937,0.7314814814814815,0.9875,0.24631950730725363,80,111,0.6008818342151675,0.779732834521001,0.7068965517241379,0.8229166666666666,0.7117117117117117,0.9753086419753086,0.24678666236656985,81,116,0.5903409090909091,0.7437448950711597,0.6814159292035398,0.8105263157894735,0.7,0.9625,0.2471085066606237,80,113,
graph_remove_centrality,ablation,remove_centrality,101,2,0.05,167,0.7208319135792931,50,800,True,0.7028225806451613,0.8551115329199597,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.23983318227077027,80,111,0.5072310405643738,0.7208319135792931,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2507784891962324,81,116,0.6412878787878787,0.8066146598573175,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.24452856034185064,80,113,
graph_remove_edge_contact,ablation,remove_edge_contact,101,2,0.32999999999999996,795,0.734729003411847,50,800,True,0.7290322580645161,0.8821483407376185,0.7297297297297297,0.8404255319148937,0.7314814814814815,0.9875,0.2150477349340741,80,111,0.5280423280423281,0.734729003411847,0.7155172413793104,0.8253968253968254,0.7222222222222222,0.9629629629629629,0.2516855443597732,81,116,0.6310606060606061,0.8145560459567621,0.7168141592920354,0.8297872340425532,0.7222222222222222,0.975,0.23210528480649212,80,113,
