dataset,task_id,true_source,snapshot_size,target_fraction,simulation_steps,candidate_rows
sociopatterns_primary_school,sociopatterns_primary_school_seed23_source1532_frac20,1532,128,0.2,2,128
sociopatterns_primary_school,sociopatterns_primary_school_seed23_source1532_frac30,1532,157,0.3,2,157
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1787_frac10,1787,109,0.1,2,109
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1787_frac20,1787,94,0.2,2,94
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1787_frac30,1787,97,0.3,2,97
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1780_frac10,1780,156,0.1,2,156
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1780_frac20,1780,184,0.2,2,184
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1780_frac30,1780,173,0.3,2,173
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1528_frac10,1528,51,0.1,2,51
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1528_frac20,1528,130,0.2,2,130
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1528_frac30,1528,96,0.3,2,96
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1910_frac10,1910,31,0.1,2,31
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1910_frac20,1910,150,0.2,3,150
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1910_frac30,1910,170,0.3,3,170
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1843_frac10,1843,145,0.1,2,145
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1843_frac20,1843,136,0.2,2,136
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1843_frac30,1843,137,0.3,2,137
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1797_frac10,1797,58,0.1,2,58
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1797_frac20,1797,123,0.2,2,123
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1797_frac30,1797,75,0.3,2,75
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1493_frac10,1493,144,0.1,2,144
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1493_frac20,1493,93,0.2,2,93
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1493_frac30,1493,78,0.3,2,78
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1465_frac10,1465,100,0.1,2,100
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1465_frac20,1465,98,0.2,2,98
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1465_frac30,1465,116,0.3,2,116
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1746_frac10,1746,56,0.1,2,56
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1746_frac20,1746,62,0.2,2,62
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1746_frac30,1746,223,0.3,3,223
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1917_frac10,1917,54,0.1,2,54
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1917_frac20,1917,73,0.2,2,73
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1917_frac30,1917,218,0.3,3,218
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1665_frac10,1665,120,0.1,2,120
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1665_frac20,1665,174,0.2,2,174
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1665_frac30,1665,152,0.3,2,152
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1902_frac10,1902,139,0.1,2,139
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1902_frac20,1902,144,0.2,2,144
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1902_frac30,1902,146,0.3,2,146
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1684_frac10,1684,141,0.1,2,141
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1684_frac20,1684,116,0.2,2,116
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1684_frac30,1684,143,0.3,2,143
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1824_frac10,1824,48,0.1,2,48
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1824_frac20,1824,61,0.2,2,61
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1824_frac30,1824,211,0.3,3,211
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1471_frac10,1471,81,0.1,2,81
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1471_frac20,1471,97,0.2,2,97
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1471_frac30,1471,111,0.3,2,111
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1783_frac10,1783,94,0.1,2,94
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1783_frac20,1783,105,0.2,2,105
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1783_frac30,1783,116,0.3,2,116
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1807_frac10,1807,63,0.1,2,63
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1807_frac20,1807,56,0.2,2,56
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1807_frac30,1807,164,0.3,3,164
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1666_frac10,1666,145,0.1,2,145
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1666_frac20,1666,155,0.2,2,155
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1666_frac30,1666,136,0.3,2,136
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1765_frac10,1765,112,0.1,2,112
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1765_frac20,1765,179,0.2,2,179
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1765_frac30,1765,172,0.3,2,172
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1708_frac10,1708,117,0.1,2,117
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1708_frac20,1708,120,0.2,2,120
sociopatterns_primary_school,sociopatterns_primary_school_seed42_source1708_frac30,1708,158,0.3,2,158
sociopatterns_hospital,sociopatterns_hospital_seed11_source1116_frac10,1116,30,0.1,2,30
sociopatterns_hospital,sociopatterns_hospital_seed11_source1116_frac20,1116,15,0.2,2,15
sociopatterns_hospital,sociopatterns_hospital_seed11_source1116_frac30,1116,31,0.3,2,31
sociopatterns_hospital,sociopatterns_hospital_seed11_source1393_frac10,1393,40,0.1,2,40
sociopatterns_hospital,sociopatterns_hospital_seed11_source1393_frac20,1393,42,0.2,2,42
sociopatterns_hospital,sociopatterns_hospital_seed11_source1393_frac30,1393,36,0.3,2,36
sociopatterns_hospital,sociopatterns_hospital_seed11_source1362_frac10,1362,27,0.1,2,27
sociopatterns_hospital,sociopatterns_hospital_seed11_source1362_frac20,1362,45,0.2,2,45
sociopatterns_hospital,sociopatterns_hospital_seed11_source1362_frac30,1362,49,0.3,2,49
sociopatterns_hospital,sociopatterns_hospital_seed11_source1660_frac10,1660,28,0.1,2,28
sociopatterns_hospital,sociopatterns_hospital_seed11_source1660_frac20,1660,15,0.2,2,15
sociopatterns_hospital,sociopatterns_hospital_seed11_source1660_frac30,1660,28,0.3,2,28
sociopatterns_hospital,sociopatterns_hospital_seed11_source1295_frac10,1295,17,0.1,1,17
sociopatterns_hospital,sociopatterns_hospital_seed11_source1295_frac20,1295,51,0.2,2,51
sociopatterns_hospital,sociopatterns_hospital_seed11_source1295_frac30,1295,58,0.3,2,58
sociopatterns_hospital,sociopatterns_hospital_seed11_source1784_frac10,1784,19,0.1,2,19
sociopatterns_hospital,sociopatterns_hospital_seed11_source1784_frac20,1784,15,0.2,2,15
sociopatterns_hospital,sociopatterns_hospital_seed11_source1784_frac30,1784,50,0.3,3,50
sociopatterns_hospital,sociopatterns_hospital_seed11_source1261_frac10,1261,25,0.1,2,25
sociopatterns_hospital,sociopatterns_hospital_seed11_source1261_frac20,1261,48,0.2,3,48
sociopatterns_hospital,sociopatterns_hospital_seed11_source1261_frac30,1261,40,0.3,3,40
sociopatterns_hospital,sociopatterns_hospital_seed11_source1525_frac10,1525,22,0.1,2,22
sociopatterns_hospital,sociopatterns_hospital_seed11_source1525_frac20,1525,53,0.2,3,53
sociopatterns_hospital,sociopatterns_hospital_seed11_source1525_frac30,1525,56,0.3,3,56
sociopatterns_hospital,sociopatterns_hospital_seed11_source1671_frac10,1671,41,0.1,3,41
sociopatterns_hospital,sociopatterns_hospital_seed11_source1671_frac20,1671,52,0.2,3,52
sociopatterns_hospital,sociopatterns_hospital_seed11_source1671_frac30,1671,55,0.3,3,55
sociopatterns_hospital,sociopatterns_hospital_seed11_source1305_frac10,1305,15,0.1,2,15
sociopatterns_hospital,sociopatterns_hospital_seed11_source1305_frac20,1305,59,0.2,3,59
sociopatterns_hospital,sociopatterns_hospital_seed11_source1305_frac30,1305,56,0.3,3,56
sociopatterns_hospital,sociopatterns_hospital_seed11_source1399_frac10,1399,24,0.1,2,24
sociopatterns_hospital,sociopatterns_hospital_seed11_source1399_frac20,1399,53,0.2,3,53
sociopatterns_hospital,sociopatterns_hospital_seed11_source1399_frac30,1399,27,0.3,2,27
sociopatterns_hospital,sociopatterns_hospital_seed11_source1207_frac10,1207,11,0.1,1,11
sociopatterns_hospital,sociopatterns_hospital_seed11_source1207_frac20,1207,49,0.2,2,49
sociopatterns_hospital,sociopatterns_hospital_seed11_source1207_frac30,1207,52,0.3,2,52
sociopatterns_hospital,sociopatterns_hospital_seed11_source1221_frac10,1221,43,0.1,2,43
sociopatterns_hospital,sociopatterns_hospital_seed11_source1221_frac20,1221,49,0.2,2,49
sociopatterns_hospital,sociopatterns_hospital_seed11_source1221_frac30,1221,23,0.3,2,23
sociopatterns_hospital,sociopatterns_hospital_seed11_source1109_frac10,1109,12,0.1,1,12
sociopatterns_hospital,sociopatterns_hospital_seed11_source1109_frac20,1109,15,0.2,1,15
sociopatterns_hospital,sociopatterns_hospital_seed11_source1109_frac30,1109,42,0.3,2,42
sociopatterns_hospital,sociopatterns_hospital_seed11_source1142_frac10,1142,40,0.1,2,40
sociopatterns_hospital,sociopatterns_hospital_seed11_source1142_frac20,1142,27,0.2,2,27
sociopatterns_hospital,sociopatterns_hospital_seed11_source1142_frac30,1142,44,0.3,2,44
sociopatterns_hospital,sociopatterns_hospital_seed11_source1769_frac10,1769,26,0.1,2,26
sociopatterns_hospital,sociopatterns_hospital_seed11_source1769_frac20,1769,21,0.2,2,21
sociopatterns_hospital,sociopatterns_hospital_seed11_source1769_frac30,1769,57,0.3,3,57
sociopatterns_hospital,sociopatterns_hospital_seed11_source1238_frac10,1238,21,0.1,2,21
sociopatterns_hospital,sociopatterns_hospital_seed11_source1238_frac20,1238,27,0.2,3,27
sociopatterns_hospital,sociopatterns_hospital_seed11_source1238_frac30,1238,30,0.3,3,30
sociopatterns_hospital,sociopatterns_hospital_seed11_source1365_frac10,1365,8,0.1,1,8
sociopatterns_hospital,sociopatterns_hospital_seed11_source1365_frac20,1365,38,0.2,2,38
sociopatterns_hospital,sociopatterns_hospital_seed11_source1365_frac30,1365,46,0.3,2,46
sociopatterns_hospital,sociopatterns_hospital_seed11_source1100_frac10,1100,12,0.1,2,12
sociopatterns_hospital,sociopatterns_hospital_seed11_source1100_frac20,1100,19,0.2,2,19
sociopatterns_hospital,sociopatterns_hospital_seed11_source1100_frac30,1100,24,0.3,2,24
sociopatterns_hospital,sociopatterns_hospital_seed11_source1702_frac10,1702,43,0.1,2,43
sociopatterns_hospital,sociopatterns_hospital_seed11_source1702_frac20,1702,41,0.2,2,41
sociopatterns_hospital,sociopatterns_hospital_seed11_source1702_frac30,1702,50,0.3,2,50
sociopatterns_hospital,sociopatterns_hospital_seed23_source1385_frac10,1385,16,0.1,2,16
sociopatterns_hospital,sociopatterns_hospital_seed23_source1385_frac20,1385,34,0.2,2,34
sociopatterns_hospital,sociopatterns_hospital_seed23_source1385_frac30,1385,52,0.3,3,52
sociopatterns_hospital,sociopatterns_hospital_seed23_source1159_frac10,1159,13,0.1,1,13
sociopatterns_hospital,sociopatterns_hospital_seed23_source1159_frac20,1159,49,0.2,2,49
sociopatterns_hospital,sociopatterns_hospital_seed23_source1159_frac30,1159,41,0.3,2,41
sociopatterns_hospital,sociopatterns_hospital_seed23_source1221_frac10,1221,30,0.1,2,30
sociopatterns_hospital,sociopatterns_hospital_seed23_source1221_frac20,1221,38,0.2,2,38
sociopatterns_hospital,sociopatterns_hospital_seed23_source1221_frac30,1221,52,0.3,2,52
sociopatterns_hospital,sociopatterns_hospital_seed23_source1332_frac10,1332,13,0.1,2,13
sociopatterns_hospital,sociopatterns_hospital_seed23_source1332_frac20,1332,51,0.2,3,51
sociopatterns_hospital,sociopatterns_hospital_seed23_source1332_frac30,1332,47,0.3,3,47
sociopatterns_hospital,sociopatterns_hospital_seed23_source1485_frac10,1485,17,0.1,2,17
sociopatterns_hospital,sociopatterns_hospital_seed23_source1485_frac20,1485,39,0.2,3,39
sociopatterns_hospital,sociopatterns_hospital_seed23_source1485_frac30,1485,63,0.3,3,63
sociopatterns_hospital,sociopatterns_hospital_seed23_source1671_frac10,1671,12,0.1,2,12
sociopatterns_hospital,sociopatterns_hospital_seed23_source1671_frac20,1671,56,0.2,3,56
sociopatterns_hospital,sociopatterns_hospital_seed23_source1671_frac30,1671,22,0.3,2,22
sociopatterns_hospital,sociopatterns_hospital_seed23_source1535_frac10,1535,10,0.1,2,10
sociopatterns_hospital,sociopatterns_hospital_seed23_source1535_frac20,1535,50,0.2,3,50
sociopatterns_hospital,sociopatterns_hospital_seed23_source1535_frac30,1535,44,0.3,3,44
sociopatterns_hospital,sociopatterns_hospital_seed23_source1401_frac10,1401,22,0.1,2,22
sociopatterns_hospital,sociopatterns_hospital_seed23_source1401_frac20,1401,26,0.2,2,26
sociopatterns_hospital,sociopatterns_hospital_seed23_source1401_frac30,1401,27,0.3,2,27
sociopatterns_hospital,sociopatterns_hospital_seed23_source1352_frac10,1352,14,0.1,2,14
sociopatterns_hospital,sociopatterns_hospital_seed23_source1352_frac20,1352,49,0.2,2,49
sociopatterns_hospital,sociopatterns_hospital_seed23_source1352_frac30,1352,34,0.3,2,34
sociopatterns_hospital,sociopatterns_hospital_seed23_source1157_frac10,1157,13,0.1,1,13
sociopatterns_hospital,sociopatterns_hospital_seed23_source1157_frac20,1157,45,0.2,2,45
sociopatterns_hospital,sociopatterns_hospital_seed23_source1157_frac30,1157,38,0.3,2,38
sociopatterns_hospital,sociopatterns_hospital_seed23_source1305_frac10,1305,10,0.1,2,10
sociopatterns_hospital,sociopatterns_hospital_seed23_source1305_frac20,1305,26,0.2,2,26
sociopatterns_hospital,sociopatterns_hospital_seed23_source1305_frac30,1305,42,0.3,3,42
sociopatterns_hospital,sociopatterns_hospital_seed23_source1320_frac10,1320,37,0.1,2,37
sociopatterns_hospital,sociopatterns_hospital_seed23_source1320_frac20,1320,25,0.2,2,25
sociopatterns_hospital,sociopatterns_hospital_seed23_source1320_frac30,1320,40,0.3,2,40
sociopatterns_hospital,sociopatterns_hospital_seed23_source1701_frac10,1701,29,0.1,2,29
sociopatterns_hospital,sociopatterns_hospital_seed23_source1701_frac20,1701,31,0.2,2,31
sociopatterns_hospital,sociopatterns_hospital_seed23_source1701_frac30,1701,44,0.3,2,44
sociopatterns_hospital,sociopatterns_hospital_seed23_source1202_frac10,1202,9,0.1,1,9
sociopatterns_hospital,sociopatterns_hospital_seed23_source1202_frac20,1202,37,0.2,2,37
sociopatterns_hospital,sociopatterns_hospital_seed23_source1202_frac30,1202,44,0.3,2,44
sociopatterns_hospital,sociopatterns_hospital_seed23_source1105_frac10,1105,38,0.1,2,38
sociopatterns_hospital,sociopatterns_hospital_seed23_source1105_frac20,1105,31,0.2,2,31
sociopatterns_hospital,sociopatterns_hospital_seed23_source1105_frac30,1105,33,0.3,2,33
sociopatterns_hospital,sociopatterns_hospital_seed23_source1399_frac10,1399,34,0.1,2,34
sociopatterns_hospital,sociopatterns_hospital_seed23_source1399_frac20,1399,21,0.2,3,21
sociopatterns_hospital,sociopatterns_hospital_seed23_source1399_frac30,1399,62,0.3,3,62
sociopatterns_hospital,sociopatterns_hospital_seed23_source1116_frac10,1116,24,0.1,2,24
sociopatterns_hospital,sociopatterns_hospital_seed23_source1116_frac20,1116,31,0.2,2,31
sociopatterns_hospital,sociopatterns_hospital_seed23_source1116_frac30,1116,37,0.3,2,37
sociopatterns_hospital,sociopatterns_hospital_seed23_source1261_frac10,1261,8,0.1,1,8
sociopatterns_hospital,sociopatterns_hospital_seed23_source1261_frac20,1261,33,0.2,2,33
sociopatterns_hospital,sociopatterns_hospital_seed23_source1261_frac30,1261,34,0.3,2,34
sociopatterns_hospital,sociopatterns_hospital_seed23_source1525_frac10,1525,12,0.1,2,12
sociopatterns_hospital,sociopatterns_hospital_seed23_source1525_frac20,1525,40,0.2,3,40
sociopatterns_hospital,sociopatterns_hospital_seed23_source1525_frac30,1525,42,0.3,3,42
sociopatterns_hospital,sociopatterns_hospital_seed23_source1152_frac10,1152,24,0.1,2,24
sociopatterns_hospital,sociopatterns_hospital_seed23_source1152_frac20,1152,32,0.2,2,32
sociopatterns_hospital,sociopatterns_hospital_seed23_source1152_frac30,1152,62,0.3,3,62
sociopatterns_hospital,sociopatterns_hospital_seed42_source1362_frac10,1362,18,0.1,2,18
sociopatterns_hospital,sociopatterns_hospital_seed42_source1362_frac20,1362,42,0.2,2,42
sociopatterns_hospital,sociopatterns_hospital_seed42_source1362_frac30,1362,47,0.3,2,47
sociopatterns_hospital,sociopatterns_hospital_seed42_source1660_frac10,1660,32,0.1,2,32
sociopatterns_hospital,sociopatterns_hospital_seed42_source1660_frac20,1660,25,0.2,2,25
sociopatterns_hospital,sociopatterns_hospital_seed42_source1660_frac30,1660,28,0.3,2,28
sociopatterns_hospital,sociopatterns_hospital_seed42_source1149_frac10,1149,39,0.1,2,39
sociopatterns_hospital,sociopatterns_hospital_seed42_source1149_frac20,1149,41,0.2,2,41
sociopatterns_hospital,sociopatterns_hospital_seed42_source1149_frac30,1149,52,0.3,2,52
sociopatterns_hospital,sociopatterns_hospital_seed42_source1613_frac10,1613,20,0.1,2,20
sociopatterns_hospital,sociopatterns_hospital_seed42_source1613_frac20,1613,15,0.2,2,15
sociopatterns_hospital,sociopatterns_hospital_seed42_source1613_frac30,1613,61,0.3,3,61
sociopatterns_hospital,sociopatterns_hospital_seed42_source1525_frac10,1525,9,0.1,2,9
sociopatterns_hospital,sociopatterns_hospital_seed42_source1525_frac20,1525,26,0.2,2,26
sociopatterns_hospital,sociopatterns_hospital_seed42_source1525_frac30,1525,22,0.3,2,22
sociopatterns_hospital,sociopatterns_hospital_seed42_source1658_frac10,1658,10,0.1,1,10
sociopatterns_hospital,sociopatterns_hospital_seed42_source1658_frac20,1658,53,0.2,2,53
sociopatterns_hospital,sociopatterns_hospital_seed42_source1658_frac30,1658,40,0.3,2,40
sociopatterns_hospital,sociopatterns_hospital_seed42_source1142_frac10,1142,9,0.1,1,9
sociopatterns_hospital,sociopatterns_hospital_seed42_source1142_frac20,1142,46,0.2,2,46
sociopatterns_hospital,sociopatterns_hospital_seed42_source1142_frac30,1142,34,0.3,2,34
sociopatterns_hospital,sociopatterns_hospital_seed42_source1109_frac10,1109,10,0.1,1,10
sociopatterns_hospital,sociopatterns_hospital_seed42_source1109_frac20,1109,53,0.2,2,53
sociopatterns_hospital,sociopatterns_hospital_seed42_source1109_frac30,1109,48,0.3,2,48
sociopatterns_hospital,sociopatterns_hospital_seed42_source1305_frac10,1305,34,0.1,2,34
sociopatterns_hospital,sociopatterns_hospital_seed42_source1305_frac20,1305,47,0.2,3,47
sociopatterns_hospital,sociopatterns_hospital_seed42_source1305_frac30,1305,27,0.3,2,27
sociopatterns_hospital,sociopatterns_hospital_seed42_source1295_frac10,1295,40,0.1,2,40
sociopatterns_hospital,sociopatterns_hospital_seed42_source1295_frac20,1295,48,0.2,2,48
sociopatterns_hospital,sociopatterns_hospital_seed42_source1295_frac30,1295,51,0.3,2,51
sociopatterns_hospital,sociopatterns_hospital_seed42_source1460_frac10,1460,22,0.1,2,22
sociopatterns_hospital,sociopatterns_hospital_seed42_source1460_frac20,1460,26,0.2,2,26
sociopatterns_hospital,sociopatterns_hospital_seed42_source1460_frac30,1460,44,0.3,3,44
sociopatterns_hospital,sociopatterns_hospital_seed42_source1114_frac10,1114,44,0.1,2,44
sociopatterns_hospital,sociopatterns_hospital_seed42_source1114_frac20,1114,49,0.2,2,49
sociopatterns_hospital,sociopatterns_hospital_seed42_source1114_frac30,1114,45,0.3,2,45
sociopatterns_hospital,sociopatterns_hospital_seed42_source1246_frac10,1246,30,0.1,3,30
sociopatterns_hospital,sociopatterns_hospital_seed42_source1246_frac20,1246,15,0.2,3,15
sociopatterns_hospital,sociopatterns_hospital_seed42_source1246_frac30,1246,26,0.3,2,26
sociopatterns_hospital,sociopatterns_hospital_seed42_source1385_frac10,1385,38,0.1,2,38
sociopatterns_hospital,sociopatterns_hospital_seed42_source1385_frac20,1385,36,0.2,2,36
sociopatterns_hospital,sociopatterns_hospital_seed42_source1385_frac30,1385,32,0.3,2,32
sociopatterns_hospital,sociopatterns_hospital_seed42_source1115_frac10,1115,15,0.1,1,15
sociopatterns_hospital,sociopatterns_hospital_seed42_source1115_frac20,1115,52,0.2,2,52
sociopatterns_hospital,sociopatterns_hospital_seed42_source1115_frac30,1115,49,0.3,2,49
sociopatterns_hospital,sociopatterns_hospital_seed42_source1378_frac10,1378,9,0.1,1,9
sociopatterns_hospital,sociopatterns_hospital_seed42_source1378_frac20,1378,52,0.2,2,52
sociopatterns_hospital,sociopatterns_hospital_seed42_source1378_frac30,1378,45,0.3,2,45
sociopatterns_hospital,sociopatterns_hospital_seed42_source1395_frac10,1395,36,0.1,2,36
sociopatterns_hospital,sociopatterns_hospital_seed42_source1395_frac20,1395,37,0.2,2,37
sociopatterns_hospital,sociopatterns_hospital_seed42_source1395_frac30,1395,33,0.3,2,33
sociopatterns_hospital,sociopatterns_hospital_seed42_source1205_frac10,1205,45,0.1,2,45
sociopatterns_hospital,sociopatterns_hospital_seed42_source1205_frac20,1205,50,0.2,2,50
sociopatterns_hospital,sociopatterns_hospital_seed42_source1205_frac30,1205,59,0.3,2,59
sociopatterns_hospital,sociopatterns_hospital_seed42_source1352_frac10,1352,10,0.1,1,10
sociopatterns_hospital,sociopatterns_hospital_seed42_source1352_frac20,1352,33,0.2,2,33
sociopatterns_hospital,sociopatterns_hospital_seed42_source1352_frac30,1352,31,0.3,2,31
sociopatterns_hospital,sociopatterns_hospital_seed42_source1260_frac10,1260,44,0.1,2,44
sociopatterns_hospital,sociopatterns_hospital_seed42_source1260_frac20,1260,34,0.2,2,34
sociopatterns_hospital,sociopatterns_hospital_seed42_source1260_frac30,1260,37,0.3,2,37
